distance,Raw,Median+Gaussian,Huber MRF lambda=0.1,Huber MRF lambda=1,Huber MRF lambda=10,derivative:Raw,derivative:Median+Gaussian,derivative:Huber MRF lambda=0.1,derivative:Huber MRF lambda=1,derivative:Huber MRF lambda=10,abs_derivative:Raw,abs_derivative:Median+Gaussian,abs_derivative:Huber MRF lambda=0.1,abs_derivative:Huber MRF lambda=1,abs_derivative:Huber MRF lambda=10
366,46672.0,46995.59134690875,46753.2182055067,46941.41238226422,46965.85989627251,0.0,-6.1880249718160485,-12.008131573213177,-28.08299029166301,-18.14253866949366,0.0,6.1880249718160485,12.008131573213177,28.08299029166301,18.14253866949366
367,47232.0,46988.452070729356,47171.25661153284,47048.03558310467,46962.410352416635,144.0,-8.183750351250637,108.34776728656652,14.640992392778571,-16.929026235036872,144.0,8.183750351250637,108.34776728656652,14.640992392778571,16.929026235036872
368,46960.0,46979.22384620625,46969.913740079835,46970.69436704978,46932.001843802434,-192.0,-10.141985658210615,-151.77417105382847,-71.99403253000128,-31.80841642407904,192.0,10.141985658210615,151.77417105382847,71.99403253000128,31.80841642407904
369,46848.0,46968.168099412935,46867.70826942518,46904.04751804467,46898.79351956848,8.0,-11.6764720700412,-3.664123528767959,-38.6230899827824,-30.668648255534208,8.0,11.6764720700412,3.664123528767959,38.6230899827824,30.668648255534208
370,46976.0,46955.87090206617,46962.5854930223,46893.448187084214,46870.664547291366,56.0,-12.550182843660878,27.804688708638423,-51.875237418342294,-33.395744912544615,56.0,12.550182843660878,27.804688708638423,51.875237418342294,33.395744912544615
371,46960.0,46943.06773372561,46923.31764684246,46800.29704320798,46832.00202974339,-376.0,-12.71145224416614,-338.32151098176837,-173.00262227224448,-45.062416060805845,376.0,12.71145224416614,338.32151098176837,173.00262227224448,45.062416060805845
372,46224.0,46930.44799757784,46285.94247105876,46547.442942539725,46780.539715169754,-240.0,-12.279283509829838,-212.02092147566145,-91.13262939839115,-23.63532881514766,240.0,12.279283509829838,212.02092147566145,91.13262939839115,23.63532881514766
373,46480.0,46918.50916670595,46499.275803891134,46618.0317844112,46784.73137211309,384.0,-11.488467686027434,333.28635977895465,139.60473407707468,19.428225548992486,384.0,11.488467686027434,333.28635977895465,139.60473407707468,19.428225548992486
374,46992.0,46907.47106220578,46952.51519061667,46826.652410693874,46819.39616626774,256.0,-10.619509506290342,232.24133231797896,125.94683162961519,26.034602468032972,256.0,10.619509506290342,232.24133231797896,125.94683162961519,26.034602468032972
375,46992.0,46897.27014769337,46963.75846852709,46869.92544767043,46836.80057704916,-168.0,-9.915874428963434,-129.9643794541298,-17.76423918823275,9.644439633877482,168.0,9.915874428963434,129.9643794541298,17.76423918823275,9.644439633877482
376,46656.0,46887.639313347856,46692.58643170841,46791.12393231741,46838.685045535494,-112.0,-9.524367985181016,-88.23987827659948,-11.239549194317078,11.018720763113379,112.0,9.524367985181016,88.23987827659948,11.239549194317078,11.018720763113379
377,46768.0,46878.22141172301,46787.27871197389,46847.446349281796,46858.838018575385,224.0,-9.449409987199033,191.08584013495056,96.04559160528152,24.694873968655884,224.0,9.449409987199033,191.08584013495056,96.04559160528152,24.694873968655884
378,47104.0,46868.74049337346,47074.75811197831,46983.21511552797,46888.074793472806,160.0,-9.536788622819586,141.269959895988,75.37632401016162,18.44051457106616,160.0,9.536788622819586,141.269959895988,75.37632401016162,18.44051457106616
379,47088.0,46859.14783447737,47069.81863176587,46998.19899730212,46895.71904771752,-120.0,-9.509502794848231,-95.84632138308734,-29.916619574789365,-1.9697933694151288,120.0,9.509502794848231,95.84632138308734,29.916619574789365,1.9697933694151288
380,46864.0,46849.72148778376,46883.06546921214,46923.38187637839,46884.135206733976,-104.0,-9.032612591567158,-91.42581649305794,-45.12618273452972,-10.57708064684266,104.0,9.032612591567158,91.42581649305794,45.12618273452972,10.57708064684266
381,46880.0,46841.08260929424,46886.96699877975,46907.94663183306,46874.56488642383,48.0,-7.802619683447119,38.73652346637755,-1.4619286288070725,-9.842075988952274,48.0,7.802619683447119,38.73652346637755,1.4619286288070725,9.842075988952274
382,46960.0,46834.11624841687,46960.538516144894,46920.45801912078,46864.45105475607,104.0,-5.6384274474439735,76.2640980896249,-7.259603151891497,-14.89127892995748,104.0,5.6384274474439735,76.2640980896249,7.259603151891497,14.89127892995748
383,47088.0,46829.80575439935,47039.495194959,46893.42742552928,46844.78232856392,-208.0,-2.5546274419721158,-193.66643961012596,-124.31688082686742,-31.829609763961344,208.0,2.5546274419721158,193.66643961012596,124.31688082686742,31.829609763961344
384,46544.0,46829.00699353292,46573.20563692464,46671.824257467044,46800.79183522815,-320.0,1.2155090175983787,-290.1622801919002,-157.69103932871076,-31.150901574357704,320.0,1.2155090175983787,290.1622801919002,157.69103932871076,31.150901574357704
385,46448.0,46832.236772434546,46459.1706345752,46578.045346871855,46782.4805254152,-64.0,5.2425843954588345,-58.18182947343303,-28.75623715925758,-1.587283542186924,64.0,5.2425843954588345,58.18182947343303,28.75623715925758,1.587283542186924
386,46416.0,46839.49216232384,46456.841977977776,46614.31178314853,46797.617268143775,344.0,8.985859027310653,297.805589295589,135.42232785093802,34.217606135760434,344.0,8.985859027310653,297.805589295589,135.42232785093802,34.217606135760434
387,47136.0,46850.20849048917,47054.78181316638,46848.89000257373,46850.91573768672,56.0,11.916126386244287,76.18808925188932,91.023220712068,39.04425642728529,56.0,11.916126386244287,76.18808925188932,91.023220712068,39.04425642728529
388,46528.0,46863.32441509633,46609.218156481555,46796.358224572665,46875.705780998345,-56.0,13.621370572975138,-16.67901453874947,81.64733428526597,42.17533236154122,56.0,13.621370572975138,16.67901453874947,81.64733428526597,42.17533236154122
389,47024.0,46877.45123163512,47021.42378408888,47012.18467114426,46935.266402409805,456.0,13.903941928827408,396.2671440779268,209.91878214373355,55.12394153194691,456.0,13.903941928827408,396.2671440779268,209.91878214373355,55.12394153194691
390,47440.0,46891.132298953984,47401.75244463741,47216.19578886013,46985.95366406224,208.0,12.80963641092967,189.09088373555642,92.10901214593105,27.984944855546928,208.0,12.80963641092967,189.09088373555642,92.10901214593105,27.984944855546928
391,47440.0,46903.07050445698,47399.605551559995,47196.402695436125,46991.2362921209,-408.0,10.585274409921112,-351.09236699638495,-141.59174570594405,-17.15555733529618,408.0,10.585274409921112,351.09236699638495,141.59174570594405,17.15555733529618
392,46624.0,46912.302847773826,46699.56771064464,46933.012297448244,46951.64254939165,-168.0,7.600021794041822,-175.22605597320216,-108.8842492637632,-23.21161525966818,168.0,7.600021794041822,175.22605597320216,108.8842492637632,23.21161525966818
393,47104.0,46918.27054804506,47049.15343961359,46978.6341969086,46944.81306160156,96.0,4.240849474103015,75.35292703692176,-17.061002085341897,-14.788834710005176,96.0,4.240849474103015,75.35292703692176,17.061002085341897,14.788834710005176
394,46816.0,46920.78454672203,46850.27356471848,46898.89029327756,46922.06487997164,-32.0,0.8117596579540987,-27.5120513027141,-38.2987569922625,-17.444937631345965,32.0,0.8117596579540987,27.5120513027141,38.2987569922625,17.444937631345965
395,47040.0,46919.89406736097,46994.12933700816,46902.036682924074,46909.92318633887,-80.0,-2.523993871454877,-85.49754266952004,-65.83526889144923,-18.64553431582317,80.0,2.523993871454877,85.49754266952004,65.83526889144923,18.64553431582317
396,46656.0,46915.73655897912,46679.27847937944,46767.21975549466,46884.77381133999,-240.0,-5.731320917853736,-198.4584607315228,-79.20704968208156,-13.710684431880509,240.0,5.731320917853736,198.4584607315228,79.20704968208156,13.710684431880509
397,46560.0,46908.43142552526,46597.21241554512,46743.62258355991,46882.50181747511,112.0,-8.858444562178192,103.99601389127201,68.21411984520091,13.85309700887592,112.0,8.858444562178192,103.99601389127201,68.21411984520091,13.85309700887592
398,46880.0,46898.019669854766,46887.270507161986,46903.64799518506,46912.48000535774,376.0,-11.969456555441866,326.41062742681606,171.84940921768793,31.602188150518487,376.0,11.969456555441866,326.41062742681606,171.84940921768793,31.602188150518487
399,47312.0,46884.49251241438,47250.03367039875,47087.32140199529,46945.70619377615,32.0,-15.0746993730354,52.93151523052438,71.33410780786289,14.911498107212537,32.0,15.0746993730354,52.93151523052438,71.33410780786289,14.911498107212537
400,46944.0,46867.870271108695,46993.133537623034,47046.31621080079,46942.30300157217,-24.0,-18.06941982600256,-11.232444660545298,10.152914205900743,-3.4880421253728855,24.0,18.06941982600256,11.232444660545298,10.152914205900743,3.4880421253728855
401,47264.0,46848.35367276237,47227.56878107766,47107.62723040709,46938.7301095254,88.0,-20.724793249726645,52.279148842932045,-16.87536519015339,-19.836386570492323,88.0,20.724793249726645,52.279148842932045,16.87536519015339,19.836386570492323
402,47120.0,46826.42068460924,47097.6918353089,47012.56548042048,46902.63022843118,-272.0,-22.729787536747608,-241.41776922426288,-148.77900977636818,-46.96836967266427,272.0,22.729787536747608,241.41776922426288,148.77900977636818,46.96836967266427
403,46720.0,46802.89409768888,46744.73324262913,46810.06921085435,46844.79337018007,-240.0,-23.743112005176954,-229.29237953409393,-157.46166413895116,-51.59718974210409,240.0,23.743112005176954,229.29237953409393,157.46166413895116,51.59718974210409
404,46640.0,46778.93446059889,46639.10707624071,46697.64215214258,46799.435848946974,-112.0,-23.4524119198868,-110.09078518487149,-83.60598264048167,-37.38572878574632,112.0,23.4524119198868,110.09078518487149,83.60598264048167,37.38572878574632
405,46496.0,46755.9892738491,46524.55167225939,46642.85724557339,46770.02191260858,16.0,-21.64282784653551,28.20295731560691,18.643716217506153,-15.712840707969008,16.0,21.64282784653551,28.20295731560691,18.643716217506153,15.712840707969008
406,46672.0,46735.64880490582,46695.512990871925,46734.92958457759,46768.010167531036,368.0,-18.227830223939236,313.11503986479147,123.53713129300013,2.78876329900595,368.0,18.227830223939236,313.11503986479147,123.53713129300013,2.78876329900595
407,47232.0,46719.533613401225,47150.78175198897,46889.93150815939,46775.59943920659,-40.0,-13.257799815040926,-30.580599399112543,-16.03232233851304,-15.230756364111585,40.0,13.257799815040926,30.580599399112543,16.03232233851304,15.230756364111585
408,46592.0,46709.133205275735,46634.3517920737,46702.864939900566,46737.54865480281,-272.0,-6.935115686672361,-249.5016459783801,-131.63409830853925,-30.773351663636276,272.0,6.935115686672361,249.5016459783801,131.63409830853925,30.773351663636276
409,46688.0,46705.66338202788,46651.77846003221,46626.66331154231,46714.05273587932,-168.0,0.411102877711528,-163.68103188041277,-106.86997258709744,-22.193282129530417,168.0,0.411102877711528,163.68103188041277,106.86997258709744,22.193282129530417
410,46256.0,46709.95541103116,46306.989728312874,46489.12499472637,46693.16209054375,-120.0,8.342050013739936,-89.84009015496486,-20.975819452756696,0.9674591916191275,120.0,8.342050013739936,89.84009015496486,20.975819452756696,0.9674591916191275
411,46448.0,46722.34748205536,46472.09827972228,46584.7116726368,46715.98765426256,472.0,16.334956492235506,405.89600148555473,163.9425142288237,36.22494643193568,472.0,16.334956492235506,405.89600148555473,163.9425142288237,36.22494643193568
412,47200.0,46742.62532401563,47118.78173128398,46817.01002318402,46765.61198340762,56.0,23.83692689740201,57.84037512761279,40.803362139235105,27.90492831544543,56.0,23.83692689740201,57.84037512761279,40.803362139235105,27.90492831544543
413,46560.0,46770.021335850164,46587.77902997751,46666.31839691527,46771.79751089345,-392.0,30.3174531789482,-329.65187002968014,-97.5324278111184,16.775403030500456,392.0,30.3174531789482,329.65187002968014,97.5324278111184,16.775403030500456
414,46416.0,46803.260230373526,46459.47799122462,46621.94516756178,46799.162789468624,112.0,35.32717831058471,89.08891737024533,58.59935442740607,46.52341804860407,112.0,35.32717831058471,89.08891737024533,58.59935442740607,46.52341804860407
415,46784.0,46840.67569247133,46765.956864718,46783.51710577008,46864.844346990656,224.0,38.55191809685857,216.26319708338633,161.3304910933366,69.723774871567,224.0,38.55191809685857,216.26319708338633,161.3304910933366,69.723774871567
416,46864.0,46880.36406656724,46892.004385391396,46944.606149748455,46938.61033921176,352.0,39.855661580768356,323.32875224293093,201.39211885260738,77.49650918168845,352.0,39.855661580768356,323.32875224293093,201.39211885260738,77.49650918168845
417,47488.0,46920.38701563287,47412.61436920386,47186.301343475294,47019.83736535403,80.0,39.28796078063169,86.42252521923729,90.8458654644819,57.818894409978384,80.0,39.28796078063169,86.42252521923729,90.8458654644819,57.818894409978384
418,47024.0,46958.939988128506,47064.84943582987,47126.29788067742,47054.248128031715,-192.0,37.053799301356776,-143.5177542246347,-8.854522459161672,35.92316907926579,192.0,37.053799301356776,143.5177542246347,8.854522459161672,35.92316907926579
419,47104.0,46994.494614235584,47125.57886075459,47168.59229855697,47091.683703512565,208.0,33.45721198994215,168.62372869767205,74.59056715804036,36.81976065647905,208.0,33.45721198994215,168.62372869767205,74.59056715804036,36.81976065647905
420,47440.0,47025.85441210839,47402.096893225214,47275.4790149935,47127.88764934467,112.0,28.836039137360785,87.00249859668838,24.62622393327547,20.598328299343848,112.0,28.836039137360785,87.00249859668838,24.62622393327547,20.598328299343848
421,47328.0,47052.166692510305,47299.58385794797,47217.84474642352,47132.88036011125,-288.0,23.502047163416137,-244.593745537426,-112.71189535822123,-4.763271227860969,288.0,23.502047163416137,244.593745537426,112.71189535822123,4.763271227860969
422,46864.0,47072.85850643522,46912.90940215036,47050.05522427706,47118.36110688895,-152.0,17.701577656363952,-142.12744504581133,-74.76191000792824,-1.8011978778522462,152.0,17.701577656363952,142.12744504581133,74.76191000792824,1.8011978778522462
423,47024.0,47087.56984782303,47015.328967856345,47068.320926407665,47129.27796435555,64.0,11.614389173526433,59.064404987730086,40.42616533443288,16.180755684374162,64.0,11.614389173526433,59.064404987730086,40.42616533443288,16.180755684374162
424,46992.0,47096.087284782276,47031.03821212582,47130.90755494592,47150.7226182577,232.0,5.381585025788809,218.21260298654306,132.04040601122688,29.38078481503544,232.0,5.381585025788809,218.21260298654306,132.04040601122688,29.38078481503544
425,47488.0,47098.33301787461,47451.75417382943,47332.40173843012,47188.03953398562,264.0,-0.8489721883670427,232.17453276280867,123.69505269925139,22.3188924271999,264.0,0.8489721883670427,232.17453276280867,123.69505269925139,22.3188924271999
426,47520.0,47094.38934040554,47495.38727765144,47378.297660344426,47195.3604031121,-104.0,-6.875881274463609,-79.43050792080248,-24.95524791347998,-8.91111071791238,104.0,6.875881274463609,79.43050792080248,24.95524791347998,8.91111071791238
427,47280.0,47084.581255325684,47292.893157987826,47282.49124260316,47170.217312549794,-144.0,-12.425329754809354,-138.02832972448596,-94.56079643968769,-30.632224934819533,144.0,12.425329754809354,138.02832972448596,94.56079643968769,30.632224934819533
428,47232.0,47069.53868089592,47219.33061820247,47189.17606746505,47134.09595324246,-128.0,-17.16517105069215,-136.9094487730108,-114.7271414055831,-41.01656164520682,128.0,17.16517105069215,136.9094487730108,114.7271414055831,41.01656164520682
429,47024.0,47050.2509132243,47019.074260441805,47053.03695979199,47088.18418925938,-264.0,-20.743110538442124,-224.88505555164375,-121.6206277770616,-42.70255452011406,264.0,20.743110538442124,224.88505555164375,121.6206277770616,42.70255452011406
430,46704.0,47028.05245981904,46769.56050709918,46945.93481191093,47048.69084420223,184.0,-22.85435709349622,145.8537377306784,13.865258074401936,-22.25880284703453,184.0,22.85435709349622,145.8537377306784,13.865258074401936,22.25880284703453
431,47392.0,47004.54219903731,47310.78173590316,47080.7674759408,47043.66658356531,-24.0,-23.30320950607711,-27.14235407804881,-20.783597999739868,-22.44093145865554,24.0,23.30320950607711,27.14235407804881,20.783597999739868,22.44093145865554
432,46656.0,46981.446040806884,46715.27579894308,46904.36761591145,47003.80898128492,-256.0,-22.050730642520648,-204.41963542423036,-52.2160520736179,-22.467153216144652,256.0,22.050730642520648,204.41963542423036,52.2160520736179,22.467153216144652
433,46880.0,46960.440737752266,46901.9424650547,46976.33537179356,46998.73227713302,432.0,-19.24867735738735,361.7529685520203,120.1354417788898,0.8599097047517716,432.0,19.24867735738735,361.7529685520203,120.1354417788898,0.8599097047517716
434,47520.0,46942.94868609211,47438.78173604712,47144.63849946923,47005.528800694425,-16.0,-15.219959261263284,-12.153699431117275,-19.377622589723615,-18.92703640387481,16.0,15.219959261263284,12.153699431117275,19.377622589723615,18.92703640387481
